source,product_title,average_rating,review_title,content,rating,likes
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Mind-blowing purchase,Best in segment. Great quality product.,5.0,7
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Good quality product,Great bass and better sound quality,4.0,10
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Just okay,The best in this range but still don't fit properly in  ear. After 30mins use pain in ear. Bass is missing only it's loud 🔊.,3.0,26
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Very poor,Don't buy this product it is not fitting in ears and get so much of pain also,1.0,16
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Brilliant,Awesome n cute,5.0,8
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Worth every penny,"Best sound, design,and battery....",5.0,8
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Worthless,"product was not working, i have returned the product but seller not received the product, waste product, amount not worth the product",1.0,6
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Highly recommended,I am really impressed by the sound quality 💯,5.0,7
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Waste of money!,"Not worth the money... Pair with one plus nord ce 2 lite  but delay in connectivity , sound is average and buds design not good facing Ear Pain.",1.0,3
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Brilliant,Very nice product,5.0,3
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Worth the money,"Sound quality is excellent, Value for money.",4.0,5
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Good quality product,Single tap for play and pause doesn't work as they claim.. Built quality and design is better than others.. Overall i will give them 4.5 in all varitaions..,4.0,5
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Just wow!,Very good product on this price range and also very  good calling quality.,5.0,8
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Useless product,Very low grade quality. The touch system is very poor. Not advisable.,1.0,8
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Wonderful,NYC bass boosted ear buds frnds n nyc for gaming also take a look on it frnds😊,5.0,4
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Must buy!,"Good quality in this price range, base, build quality, design, size. Loved it",5.0,3
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Horrible,Money waste product,1.0,5
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Don't waste your money,"Review after 7 days of uses, This product is Taking down the image of One plus. This is the worst product by one plus Bass is ok Sound quality is ok Build quality is poor Pain in ear, Connectivity is also poor. Rest there is nothing which is worthy in this product.",1.0,6
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Did not meet expectations,Only for music that too in closed area.calling not all good😞,1.0,7
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Good choice,I love this pairpod,4.0,2
flipkart,OnePlus Nord Buds CE Truly Wireless Bluetooth Headset,4.1,Unsatisfactory,The ear piece on the left side stops working.  After connecting for 2-3 minutes.,1.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The seller cheated me by sending a used/refurbished/faulty product,"After buying this headphone, the seller delivered a refurbished, or already used product, the headset had worse bt range, and the right side speaker was faulty. So, please make sure to test this product thoroughly within the replace duration set by Amazon. As for the product itself, its good enough for this price range, the speakers are pretty good, and the bass is fine as well, same goes for the bt range. If you are planning to game with this, then don't, specially for pc as the sound is pretty muffled and the 3D Surround is non existent. The build quality is good, but if you have a larger head, then this will be very tight, like very tight, so should go for other options. If you are buying a bt headset with a mic for the first time then let me warn you that, you cant use your mic and listen to sound at the same time, that is because this headset use BT 4.2, which is somewhat outdated considering today's standards, so basically, BT either receives input (The music you are listening to) or transmits output (your voice through you mic). Another reason to not buy this for gaming, as well as  office work. This product is best for basic day to day usage, like listening to music or watching YouTube. That's all, Thanks (Dhanyawaad)",4.0,63
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Comfort nahi hai,This grabs your head. The music feels flat except bass. Calls are fine. Aux is in the box whereas the product description doesn't mention it. Guess these are best for the price.,4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Worth your money,"Original or not depends on the retailer, mine was definitely original and comfortable but one of the cons is it heats my ear a little bit which is scary.but overall good product.",4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Overall Good,Product was good...but is painful on the ear while wearing and makes it uncomfortable to wear for long ....the cushion was also removed when i received it. Batter life is extremely good and the bass level is also mind blowing......can be used for casual listening but I ordered this product for gym wearing and it does not meet that purpose,4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Best in Budget,I got this at a price about Rs. 720/- . So I can't complain much but the only problem about this headphone I am currently facing is it's a little uncomfortable for people with big ears. Otherwise it's the best you can get in Rs.1500/- price range .,4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The product is correct according to the price,"Headphones are less and earphones are filled more. Because neither is the sound quality in it nor is it bass collity. Talking about Bill Colity, there is a very delicate plastic body which can be broken by a little pressure.",4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Not for Bass Lovers,"Bass is not good Otherwise decent product. And it do not have Noise Cancellation, people outside will hear your Girlfriend's voice clearly. I'm writing this review from railway station's WiFi since I'm Homeless Now. Thank You🥲",4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good but not as expected.,I buy this 799/- in this price its ok sound is good but bass is not that im expecting,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good sound quality but uncomfortable to wear...,"Great sound quality and bass , but quite uncomfortable to wear , especially if you have bigger head and ears..",4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Thik thak,3.5 mm male  jack bhut ghatiya h lgane ke bad... With Bluetooth it best for 799.. Thank Amazon 😊,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The seller cheated me by sending a used/refurbished/faulty product,"After buying this headphone, the seller delivered a refurbished, or already used product, the headset had worse bt range, and the right side speaker was faulty. So, please make sure to test this product thoroughly within the replace duration set by Amazon. As for the product itself, its good enough for this price range, the speakers are pretty good, and the bass is fine as well, same goes for the bt range. If you are planning to game with this, then don't, specially for pc as the sound is pretty muffled and the 3D Surround is non existent. The build quality is good, but if you have a larger head, then this will be very tight, like very tight, so should go for other options. If you are buying a bt headset with a mic for the first time then let me warn you that, you cant use your mic and listen to sound at the same time, that is because this headset use BT 4.2, which is somewhat outdated considering today's standards, so basically, BT either receives input (The music you are listening to) or transmits output (your voice through you mic). Another reason to not buy this for gaming, as well as  office work. This product is best for basic day to day usage, like listening to music or watching YouTube. That's all, Thanks (Dhanyawaad)",4.0,63
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Comfort nahi hai,This grabs your head. The music feels flat except bass. Calls are fine. Aux is in the box whereas the product description doesn't mention it. Guess these are best for the price.,4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Worth your money,"Original or not depends on the retailer, mine was definitely original and comfortable but one of the cons is it heats my ear a little bit which is scary.but overall good product.",4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Overall Good,Product was good...but is painful on the ear while wearing and makes it uncomfortable to wear for long ....the cushion was also removed when i received it. Batter life is extremely good and the bass level is also mind blowing......can be used for casual listening but I ordered this product for gym wearing and it does not meet that purpose,4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Best in Budget,I got this at a price about Rs. 720/- . So I can't complain much but the only problem about this headphone I am currently facing is it's a little uncomfortable for people with big ears. Otherwise it's the best you can get in Rs.1500/- price range .,4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The product is correct according to the price,"Headphones are less and earphones are filled more. Because neither is the sound quality in it nor is it bass collity. Talking about Bill Colity, there is a very delicate plastic body which can be broken by a little pressure.",4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Not for Bass Lovers,"Bass is not good Otherwise decent product. And it do not have Noise Cancellation, people outside will hear your Girlfriend's voice clearly. I'm writing this review from railway station's WiFi since I'm Homeless Now. Thank You🥲",4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good but not as expected.,I buy this 799/- in this price its ok sound is good but bass is not that im expecting,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good sound quality but uncomfortable to wear...,"Great sound quality and bass , but quite uncomfortable to wear , especially if you have bigger head and ears..",4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Thik thak,3.5 mm male  jack bhut ghatiya h lgane ke bad... With Bluetooth it best for 799.. Thank Amazon 😊,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The seller cheated me by sending a used/refurbished/faulty product,"After buying this headphone, the seller delivered a refurbished, or already used product, the headset had worse bt range, and the right side speaker was faulty. So, please make sure to test this product thoroughly within the replace duration set by Amazon. As for the product itself, its good enough for this price range, the speakers are pretty good, and the bass is fine as well, same goes for the bt range. If you are planning to game with this, then don't, specially for pc as the sound is pretty muffled and the 3D Surround is non existent. The build quality is good, but if you have a larger head, then this will be very tight, like very tight, so should go for other options. If you are buying a bt headset with a mic for the first time then let me warn you that, you cant use your mic and listen to sound at the same time, that is because this headset use BT 4.2, which is somewhat outdated considering today's standards, so basically, BT either receives input (The music you are listening to) or transmits output (your voice through you mic). Another reason to not buy this for gaming, as well as  office work. This product is best for basic day to day usage, like listening to music or watching YouTube. That's all, Thanks (Dhanyawaad)",4.0,63
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Comfort nahi hai,This grabs your head. The music feels flat except bass. Calls are fine. Aux is in the box whereas the product description doesn't mention it. Guess these are best for the price.,4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Worth your money,"Original or not depends on the retailer, mine was definitely original and comfortable but one of the cons is it heats my ear a little bit which is scary.but overall good product.",4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Overall Good,Product was good...but is painful on the ear while wearing and makes it uncomfortable to wear for long ....the cushion was also removed when i received it. Batter life is extremely good and the bass level is also mind blowing......can be used for casual listening but I ordered this product for gym wearing and it does not meet that purpose,4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Best in Budget,I got this at a price about Rs. 720/- . So I can't complain much but the only problem about this headphone I am currently facing is it's a little uncomfortable for people with big ears. Otherwise it's the best you can get in Rs.1500/- price range .,4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The product is correct according to the price,"Headphones are less and earphones are filled more. Because neither is the sound quality in it nor is it bass collity. Talking about Bill Colity, there is a very delicate plastic body which can be broken by a little pressure.",4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Not for Bass Lovers,"Bass is not good Otherwise decent product. And it do not have Noise Cancellation, people outside will hear your Girlfriend's voice clearly. I'm writing this review from railway station's WiFi since I'm Homeless Now. Thank You🥲",4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good but not as expected.,I buy this 799/- in this price its ok sound is good but bass is not that im expecting,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good sound quality but uncomfortable to wear...,"Great sound quality and bass , but quite uncomfortable to wear , especially if you have bigger head and ears..",4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Thik thak,3.5 mm male  jack bhut ghatiya h lgane ke bad... With Bluetooth it best for 799.. Thank Amazon 😊,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The seller cheated me by sending a used/refurbished/faulty product,"After buying this headphone, the seller delivered a refurbished, or already used product, the headset had worse bt range, and the right side speaker was faulty. So, please make sure to test this product thoroughly within the replace duration set by Amazon. As for the product itself, its good enough for this price range, the speakers are pretty good, and the bass is fine as well, same goes for the bt range. If you are planning to game with this, then don't, specially for pc as the sound is pretty muffled and the 3D Surround is non existent. The build quality is good, but if you have a larger head, then this will be very tight, like very tight, so should go for other options. If you are buying a bt headset with a mic for the first time then let me warn you that, you cant use your mic and listen to sound at the same time, that is because this headset use BT 4.2, which is somewhat outdated considering today's standards, so basically, BT either receives input (The music you are listening to) or transmits output (your voice through you mic). Another reason to not buy this for gaming, as well as  office work. This product is best for basic day to day usage, like listening to music or watching YouTube. That's all, Thanks (Dhanyawaad)",4.0,63
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Comfort nahi hai,This grabs your head. The music feels flat except bass. Calls are fine. Aux is in the box whereas the product description doesn't mention it. Guess these are best for the price.,4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Worth your money,"Original or not depends on the retailer, mine was definitely original and comfortable but one of the cons is it heats my ear a little bit which is scary.but overall good product.",4.0,1
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Overall Good,Product was good...but is painful on the ear while wearing and makes it uncomfortable to wear for long ....the cushion was also removed when i received it. Batter life is extremely good and the bass level is also mind blowing......can be used for casual listening but I ordered this product for gym wearing and it does not meet that purpose,4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Best in Budget,I got this at a price about Rs. 720/- . So I can't complain much but the only problem about this headphone I am currently facing is it's a little uncomfortable for people with big ears. Otherwise it's the best you can get in Rs.1500/- price range .,4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,The product is correct according to the price,"Headphones are less and earphones are filled more. Because neither is the sound quality in it nor is it bass collity. Talking about Bill Colity, there is a very delicate plastic body which can be broken by a little pressure.",4.0,2
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Not for Bass Lovers,"Bass is not good Otherwise decent product. And it do not have Noise Cancellation, people outside will hear your Girlfriend's voice clearly. I'm writing this review from railway station's WiFi since I'm Homeless Now. Thank You🥲",4.0,3
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good but not as expected.,I buy this 799/- in this price its ok sound is good but bass is not that im expecting,4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Good sound quality but uncomfortable to wear...,"Great sound quality and bass , but quite uncomfortable to wear , especially if you have bigger head and ears..",4.0,0
amazon,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",4.1,Thik thak,3.5 mm male  jack bhut ghatiya h lgane ke bad... With Bluetooth it best for 799.. Thank Amazon 😊,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good earphones,I have 2 other earphones in the house a senhiser 220 which is 7 years old and going strong and moto 4 years old. One very odd thing i found in this one is this actually sounds beeter over bluetooth than wired.... Tested on samsung a52 which has excellent 3.5 connectivity.  With cord sound is avg.  The sound stage is okish.  The depth is good  bass and treble i. e  good enough for 60s to 90s songs.  ARR also sounds good.  Slow rock (MLTR) is above avg and recent tamil songs are good.  All comparisions with the other 2 head phones.  I am a purist and do not prefer heavy bass.  This will appeal to such lot.,4.0,8
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,"Not enough bass, Amazing sound Clarity",The bass on these headphones is a bit lacking however the clarity and mid end and high end make up for it as it is amazing and there is more than adequate physical noise cancellation but still allows u to listen to IRL sound,4.0,1
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Worth the try,I used the product for months now. Its might hurt your ear more than an hour cannot use for long bass is not that good but sound quality is and it's comfortable for short time,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Review after using for one year!!,I have been using this headphone for a year now. In one year all the cloths  given above the coushin of the headphone or whatever it is called came off. Sometimes it automatically get disconnected then you have to manually connect it again. Talking about the battery it is pretty good. Battery performance didn't depleted much in this much of time. Sound quality is also good you will get enough bass. Only problem is that mic is not so good and Bluetooth sometimes get disconnected automatically and coushins are not so good. Sound and battery life is good. I would recommend if you have budget under 2000 then definitely go for this one unless you want to record your voice using this headphone. You can use this headphone for calling. Also If you are a hardcore music lover the. You may get little disappointment bass is good but not that much and after one year the bass has become less.,4.0,48
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good product,Product was good but the cushion cover quality were bad because after 2 weeks cover material coming off slowly. Boat need to work on the cushion cover quality.,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,For music just go for it.,"It's an amazing product for music but it's very heavy on head ,you can not wear it for a long time but the sound quality is amazing for listening music only.Calls are not possible because microphones are very bad.Y You and the other person can not listen anything .",4.0,2
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Awesome boat product!,Product is good! Noise cancellation is OK. Quite irritating at full volume but definitely sounds best at 60%-70% volume. Very comfortable over the ear headphone. Baught this product at 1499/- so as price is considered product does not worth more than this price as I can see current price is 2199/-,4.0,2
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Sound quality using aux cable is very poor.,Sound quality using aux cable is very poor. Noise cancellation is good. But Bluetooth range is around 4 meters. At 5 meter distance it's connection cuts continuously,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good at this budget price.,Good Noise cancellation and sound for over the ear catagory Bluetooth headphones. Go for it if you have limited budget.,4.0,1
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,An outdated beast.,Product is good. Physical noise cancellation not up to the mark. Decent bass is providing. Overall satisfied.,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good earphones,I have 2 other earphones in the house a senhiser 220 which is 7 years old and going strong and moto 4 years old. One very odd thing i found in this one is this actually sounds beeter over bluetooth than wired.... Tested on samsung a52 which has excellent 3.5 connectivity.  With cord sound is avg.  The sound stage is okish.  The depth is good  bass and treble i. e  good enough for 60s to 90s songs.  ARR also sounds good.  Slow rock (MLTR) is above avg and recent tamil songs are good.  All comparisions with the other 2 head phones.  I am a purist and do not prefer heavy bass.  This will appeal to such lot.,4.0,8
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,"Not enough bass, Amazing sound Clarity",The bass on these headphones is a bit lacking however the clarity and mid end and high end make up for it as it is amazing and there is more than adequate physical noise cancellation but still allows u to listen to IRL sound,4.0,1
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Worth the try,I used the product for months now. Its might hurt your ear more than an hour cannot use for long bass is not that good but sound quality is and it's comfortable for short time,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Review after using for one year!!,I have been using this headphone for a year now. In one year all the cloths  given above the coushin of the headphone or whatever it is called came off. Sometimes it automatically get disconnected then you have to manually connect it again. Talking about the battery it is pretty good. Battery performance didn't depleted much in this much of time. Sound quality is also good you will get enough bass. Only problem is that mic is not so good and Bluetooth sometimes get disconnected automatically and coushins are not so good. Sound and battery life is good. I would recommend if you have budget under 2000 then definitely go for this one unless you want to record your voice using this headphone. You can use this headphone for calling. Also If you are a hardcore music lover the. You may get little disappointment bass is good but not that much and after one year the bass has become less.,4.0,48
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good product,Product was good but the cushion cover quality were bad because after 2 weeks cover material coming off slowly. Boat need to work on the cushion cover quality.,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,For music just go for it.,"It's an amazing product for music but it's very heavy on head ,you can not wear it for a long time but the sound quality is amazing for listening music only.Calls are not possible because microphones are very bad.Y You and the other person can not listen anything .",4.0,2
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Awesome boat product!,Product is good! Noise cancellation is OK. Quite irritating at full volume but definitely sounds best at 60%-70% volume. Very comfortable over the ear headphone. Baught this product at 1499/- so as price is considered product does not worth more than this price as I can see current price is 2199/-,4.0,2
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Sound quality using aux cable is very poor.,Sound quality using aux cable is very poor. Noise cancellation is good. But Bluetooth range is around 4 meters. At 5 meter distance it's connection cuts continuously,4.0,0
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,Good at this budget price.,Good Noise cancellation and sound for over the ear catagory Bluetooth headphones. Go for it if you have limited budget.,4.0,1
amazon,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)",4.1,An outdated beast.,Product is good. Physical noise cancellation not up to the mark. Decent bass is providing. Overall satisfied.,4.0,0
